"track_name","track_artist","track_popularity","track_album_name","track_album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"mi gente (feat. beyoncé)","j balvin",61,"mi gente (feat. beyoncé)",2017-09-28,0.759,0.716,11,-6.36,0,0.0818,0.0223,0,0.231,0.469,105.009,209733
"don't you worry child - radio edit","swedish house mafia",27,"until now",2012-01-01,0.614,0.832,11,-3.419,0,0.0522,0.11,0,0.185,0.429,129.038,213169
"can't stop the feeling! (original song from dreamworks animation's ""trolls"")","justin timberlake",74,"trolls (original motion picture soundtrack)",2016-09-23,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,237547
"anything could happen","ellie goulding",57,"halcyon",2012-01-01,0.702,0.781,0,-4.081,1,0.03,0.433,0,0.135,0.382,102.997,286322
"poker face","lady gaga",69,"the fame",2008-01-01,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.776,119.001,237200
"how deep is your love","calvin harris",77,"how deep is your love",2015-07-17,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640
"in your eyes (feat. alida)","robin schulz",74,"in your eyes (feat. alida)",2020-01-10,0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,208222
"wish you well (with sigala)","sigala",5,"get to know",2019-09-27,0.67,0.89,5,-3.785,0,0.0576,0.122,0,0.333,0.568,124.967,206440
"with you - lökii remix","kaskade",57,"with you - the remixes",2019-09-12,0.708,0.727,9,-7.647,1,0.0389,0.0201,0.676,0.37,0.512,120.012,231480
"dive","hot shade",68,"dive",2019-12-20,0.654,0.787,4,-4.999,1,0.0502,0.00515,0,0.144,0.409,123.978,164490
"no goodbye","paul kalkbrenner",65,"no goodbye",2019-07-26,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
"work","moti",58,"work",2019-01-25,0.704,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055,155238
"instagram","dimitri vegas & like mike",81,"instagram",2019-07-05,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,184558
"better off without you (feat. shift k3y)","becky hill",68,"better off without you (feat. shift k3y)",2020-01-10,0.682,0.855,7,-3.282,1,0.0401,0.0566,1e-06,0.101,0.304,124.004,198743
"butterfly","molella",43,"butterfly",2019-06-21,0.627,0.662,7,-7.104,0,0.0349,0.0922,0.000166,0.143,0.596,124.039,159194
"all the love you got","moti",57,"all the love you got",2019-12-20,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714
"call you mine - asketa & natan chaim remix","the chainsmokers",58,"call you mine - the remixes",2019-07-19,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13e-06,0.499,0.283,115.066,183653
"love is not enough","gattÜso",58,"love is not enough",2019-12-19,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95,202500
"lose control","meduza",91,"lose control",2019-10-11,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387
"i wanna dance","jonas blue",67,"i wanna dance",2019-07-19,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582
"after the landslide - club remix","matt simons",42,"after the landslide (remix)",2019-09-19,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.704,0.46,119.997,240000
"midnight hour with boys noize & ty dolla $ign","skrillex",70,"midnight hour with boys noize & ty dolla $ign",2019-08-29,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.199,0.329,125.978,198839
"pon de replay","ed marquis",64,"pon de replay",2017-04-28,0.529,0.717,6,-7.049,0,0.24,0.123,0.000707,0.0363,0.481,103.99,257943
"so close","notd",79,"so close (feat. georgia ku)",2018-11-02,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302
"look into my eyes","brando",48,"look into my eyes",2020-01-10,0.791,0.541,1,-7.14,1,0.054,0.123,4.74e-05,0.121,0.433,115.987,154654
"not in control","glaceo",53,"not in control",2019-12-20,0.904,0.633,0,-5.545,1,0.0958,0.203,0.000266,0.163,0.492,121.995,179016
"blue","tiësto",75,"blue",2019-12-13,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,167859
"don't waste my time","kharfi",46,"don't waste my time",2019-11-08,0.772,0.687,9,-6.348,0,0.211,0.0528,0,0.834,0.59,118.116,154286
"beat of my heart","lost frequencies",67,"alive and feeling fine",2019-10-04,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,183183
"don't start now - kungs remix","dua lipa",65,"don't start now (kungs remix)",2019-12-18,0.664,0.699,11,-7.115,0,0.27,0.0352,0,0.0612,0.252,122.019,216256
"drunken truth","steve void",56,"the seed ep",2019-12-20,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,158091
"jacques","jax jones",42,"jacques",2019-08-28,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21e-05,0.0782,0.48,120.024,203227
"something real","armin van buuren",58,"balance",2019-10-25,0.575,0.808,1,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
"stay (don't go away) [feat. raye]","david guetta",74,"stay (don't go away) [feat. raye]",2019-05-09,0.669,0.797,9,-5.68,0,0.0624,0.259,0,0.199,0.552,119.865,185943
"solid gold","pnau",65,"solid gold",2019-05-02,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,208367
"one life","mike perry",64,"one life",2019-09-27,0.653,0.757,3,-3.642,1,0.0555,0.0997,0,0.242,0.233,128.015,204591
"all ‘bout the money","faulhaber",51,"all ‘bout the money",2019-10-18,0.721,0.779,6,-4.239,0,0.0606,0.142,0,0.143,0.327,110.026,169964
"never letting go","audien",63,"never letting go",2018-11-09,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,172520
"used to love (with dean lewis)","martin garrix",83,"used to love (with dean lewis)",2019-10-31,0.651,0.693,4,-4.722,1,0.0375,0.458,0,0.335,0.392,118.97,236765
"giulia","prince paris",55,"giulia",2019-11-29,0.682,0.923,0,-3.273,1,0.0364,0.00395,3e-05,0.242,0.37,130.052,153231
"what do i do? - benny benassi remix","georgia ku",39,"what do i do? (benny benassi remix)",2019-10-18,0.66,0.827,10,-5.081,1,0.0789,0.429,0,0.0923,0.611,115.349,167249
"dreams of you (feat. rae morris)","icarus",48,"dreams of you (feat. rae morris)",2019-10-04,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,291785
"i will let you down (feat. klara)","madison mars",59,"i will let you down (feat. klara)",2019-12-06,0.608,0.918,0,-1.137,0,0.0684,0.199,0,0.309,0.422,126.022,182000
"carillon (with achille lauro)","nahaze",64,"carillon (with achille lauro)",2019-12-11,0.561,0.562,9,-11.431,0,0.15,0.062,0,0.118,0.244,151.631,242385
"la vie - gabry ponte mix","dj ross",42,"la vie (gabry ponte mix)",2019-11-15,0.591,0.88,4,-5.153,0,0.223,0.0804,0,0.326,0.482,127.013,177638
"lullaby","r3hab",70,"lullaby",2018-01-26,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184
"say it","phantoms",57,"disconnect",2019-07-19,0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,204693
"all this time","deorro",21,"all this time",2019-07-12,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,225160
"all you need to know (feat. calle lehmann)","gryffin",68,"gravity",2019-10-24,0.53,0.729,0,-6.019,1,0.0376,0.00699,0,0.103,0.219,139.929,238338
"acordeão","tiësto",63,"acordeão",2019-08-08,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204
"my friend","yves v",54,"my friend",2019-05-31,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000
"on & on","alok",79,"on & on",2019-11-22,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,147027
"juliet & romeo","martin solveig",72,"juliet & romeo",2019-12-06,0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514
"all around the world (la la la)","r3hab",80,"all around the world (la la la)",2019-04-05,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
"are you lonely (feat. isÁk)","steve aoki",47,"are you lonely (feat. isÁk)",2019-02-22,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,157333
"no more (feat. brenda mullen) - bottai edit","alex gaudino",19,"no more (feat. brenda mullen) [bottai edit]",2019-03-01,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,200640
"close your eyes","felix jaehn",79,"close your eyes",2019-11-22,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794
"buzzing (with nevve)","audien",59,"escapism",2019-11-08,0.639,0.591,7,-3.905,0,0.0344,0.128,6.69e-06,0.159,0.305,128.002,225000
"never be alone (feat. aloe blacc)","david guetta",68,"never be alone (feat. aloe blacc)",2019-07-26,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,178671
"roses - imanbek remix","saint jhn",72,"roses (imanbek remix)",2019-09-13,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,176219
"insane","ofenbach",66,"insane",2019-11-15,0.809,0.758,4,-5.658,0,0.101,0.409,0.000544,0.166,0.71,125.022,142230
"daydreams - sultan + shepard echoes of life remix","arty",59,"daydreams (sultan + shepard echoes of life remix)",2020-01-03,0.669,0.793,1,-6.16,1,0.0403,0.0318,0.0372,0.555,0.159,121.995,220205
"only want you - sam feldt remix","rita ora",64,"only want you (sam feldt remix)",2019-04-05,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151
"close to me (with diplo) (feat. swae lee) - felix cartal remix","ellie goulding",9,"close to me (remixes)",2019-02-01,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533
"woke up late (feat. hailee steinfeld) - sam feldt remix","drax project",41,"woke up late (sam feldt remix)",2019-05-02,0.63,0.726,0,-3.753,1,0.0978,0.0717,0,0.108,0.499,122.055,196475
"south of the border (feat. camila cabello & cardi b) - cheat codes remix","ed sheeran",69,"south of the border (feat. camila cabello & cardi b) [cheat codes remix]",2019-09-27,0.845,0.766,2,-5.727,0,0.0658,0.212,0,0.111,0.782,114.054,195924
"not ok - frank walker remix","kygo",66,"not ok (frank walker remix)",2019-07-05,0.679,0.866,2,-3.754,1,0.0566,0.0337,0,0.0688,0.441,121.927,183934
"heaven (feat. veronica)","dzeko",68,"heaven (feat. veronica)",2019-01-04,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000
"sixteen - don diablo remix","ellie goulding",66,"sixteen (don diablo remix)",2019-05-10,0.493,0.773,5,-3.791,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,193548
"don’t give up on me now (with julie bergan)","r3hab",63,"don’t give up on me now (with julie bergan)",2019-05-10,0.687,0.706,4,-5.357,1,0.0459,0.091,0,0.124,0.27,115.268,127826
"brave","don diablo",68,"brave",2019-04-26,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027
"let it be me","steve aoki",23,"let it be me",2019-09-06,0.661,0.758,7,-5.299,1,0.0864,0.0797,0,0.106,0.387,114.098,224061
"carry on - nicky romero remix","kygo",67,"carry on (nicky romero remix)",2019-05-30,0.447,0.684,9,-4.721,0,0.09,0.175,0,0.478,0.437,125.655,175312
"magnets (feat. sophie simmons)","sam feldt",62,"magnets (feat. sophie simmons)",2019-05-10,0.731,0.802,5,-4.763,1,0.0623,0.022,0,0.059,0.434,121.991,179016
"don't give up on me","andy grammer",9,"don't give up on me (with r3hab)",2019-04-12,0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35e-05,0.126,0.117,121.445,190645
"found love (feat. lovespeake)","moti",59,"found love (feat. lovespeake)",2019-02-15,0.6,0.888,8,-4.612,1,0.13,0.00166,0,0.4,0.641,126.056,157024
"these are the times (feat. jrm)","martin garrix",71,"these are the times (feat. jrm)",2019-07-18,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656
"wherever you go","jonas blue",21,"blue",2018-11-09,0.711,0.724,7,-4.809,1,0.106,0.0835,0,0.0389,0.478,104.048,208947
"happy now","kygo",81,"happy now",2018-10-26,0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,211362
"roots","valerie broussard",69,"roots",2019-08-16,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,184564
"talk - alle farben remix","khalid",56,"talk (alle farben remix)",2019-04-04,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,167990
"all the lies - toby romeo remix / radio edit","alok",56,"all the lies (remixes)",2019-07-19,0.707,0.806,6,-4.777,1,0.175,0.00908,0,0.366,0.634,119.972,163000
"high hopes - don diablo remix","panic! at the disco",60,"high hopes (don diablo remix)",2019-01-11,0.59,0.888,5,-2.851,1,0.0765,0.0216,0,0.487,0.288,126.094,185714
"summer air (feat. trevor guthrie)","hardwell",40,"summer air (feat. trevor guthrie)",2019-05-31,0.632,0.574,4,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905
"can we pretend (feat. cash cash) - sigala remix","p!nk",57,"can we pretend (feat. cash cash) [sigala remix]",2019-06-28,0.703,0.879,1,-4.514,0,0.177,0.0693,0,0.315,0.542,124.972,183360
"bruises - steve void remix","lewis capaldi",70,"bruises ep",2019-09-27,0.79,0.746,9,-5.96,1,0.0502,0.241,0,0.316,0.538,124.971,212280
"insomnia - king arthur remix","daya",63,"insomnia (king arthur remix)",2019-05-17,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,176098
"don't worry bout me - rudimental remix","zara larsson",65,"don't worry bout me (rudimental remix)",2019-04-24,0.728,0.848,5,-6.248,1,0.185,0.0427,4.49e-06,0.118,0.612,124.993,193137
"i miss myself - r3hab remix","notd",56,"i miss myself (r3hab remix)",2019-06-07,0.502,0.78,0,-4.547,1,0.244,0.333,0,0.72,0.607,122.688,183341
"8 letters - r3hab remix","why don't we",2,"8 letters (r3hab remix)",2018-09-28,0.638,0.708,1,-5.001,0,0.0421,0.24,0,0.311,0.582,103.16,132233
"you deserve better - andrelli remix","james arthur",53,"you deserve better (andrelli remix)",2018-06-29,0.685,0.712,6,-4.302,0,0.0894,0.334,1.1e-06,0.047,0.483,114.989,196493
"remember (with zohara)","gryffin",11,"remember (with zohara)",2018-10-26,0.62,0.906,11,-3.638,0,0.0627,0.102,0.0206,0.183,0.398,123.047,221773
"remedy","alesso",77,"remedy",2018-08-31,0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,190295
"leave","borgeous",56,"leave",2019-01-25,0.762,0.665,11,-6.92,0,0.0471,0.169,0,0.103,0.961,115.946,193640
"mama (feat. ellie goulding) - tiësto’s big room remix","clean bandit",65,"mama (feat. ellie goulding) [tiësto’s big room remix]",2019-03-08,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,156168
"i'm not sorry","hardwell",34,"i'm not sorry",2019-03-08,0.65,0.819,4,-3.811,1,0.0551,0.117,0,0.0772,0.351,128.09,186094
"tequila - robin schulz remix","dan + shay",54,"tequila (robin schulz remix)",2019-03-21,0.448,0.836,11,-6.495,1,0.0809,0.229,0,0.427,0.482,122.899,170103
"happier - frank walker remix","marshmello",51,"happier (remixes)",2018-10-19,0.712,0.646,5,-4.23,1,0.182,0.116,0,0.123,0.607,104.998,196571
"sing it with me - embody remix","jp cooper",50,"sing it with me (embody remix)",2019-06-21,0.674,0.854,5,-5.253,1,0.115,0.054,0,0.379,0.503,111.969,180571
"thursday - nicky romero remix","jess glynne",52,"thursday (nicky romero remix)",2018-12-07,0.739,0.622,11,-5.382,0,0.0394,0.532,0,0.0508,0.615,119.992,217804
"better when you're gone","david guetta",76,"better when you're gone",2019-02-08,0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402
"wish you well","sigala",75,"wish you well",2019-05-24,0.669,0.895,5,-3.787,0,0.0575,0.128,0,0.297,0.576,124.964,205653
"only when it rains","frank walker",52,"only when it rains",2019-03-29,0.792,0.724,11,-5.108,0,0.0362,0.219,0,0.0911,0.429,109.984,169000
"mad love - blinkie remix","mabel",62,"mad love (remixes)",2019-07-05,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,200893
"sweet but psycho - morgan page dance remix","ava max",65,"sweet but psycho (remixes)",2018-08-16,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,226875
"better day (feat. aloe blacc)","young bombs",62,"better day (feat. aloe blacc)",2019-11-01,0.662,0.823,9,-4.7,1,0.0971,0.073,0,0.0833,0.435,118.958,191786
"rescue me (with bunt.) - bunt. remix","onerepublic",10,"rescue me (with bunt.) [bunt. remix]",2019-08-02,0.673,0.885,11,-3.574,0,0.0569,0.143,0,0.184,0.704,121.082,174545
"discovery","syn cole",55,"discovery",2019-05-31,0.516,0.857,0,-3.432,0,0.0463,0.0368,0,0.264,0.448,127.949,198750
"with you - frank walker remix","tyler shaw",49,"with you (frank walker remix)",2019-02-01,0.686,0.613,2,-5.614,1,0.069,0.0386,0,0.251,0.452,104.988,206875
"2 hearts (feat. gia koka)","sam feldt",70,"2 hearts (feat. gia koka)",2020-01-10,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,186750
"love you forever","nicky romero",61,"love you forever",2019-06-21,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,234609
"post malone (feat. rani)","sam feldt",75,"post malone (feat. rani) [joe stone remix]",2019-08-16,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444
"thorns","faustix",60,"thorns",2019-03-29,0.708,0.825,4,-3.117,1,0.0615,0.031,0,0.191,0.662,109.991,186000
"shotgun (the wild remix)","george ezra",63,"shotgun (the wild remix)",2018-06-15,0.588,0.757,5,-2.415,1,0.0716,0.327,0,0.323,0.836,122.813,191650
"true colors (feat. maya avedis)","xo cupid",73,"true colors (feat. maya avedis)",2018-09-21,0.636,0.63,0,-6.396,1,0.0346,0.0796,0,0.13,0.454,104.845,184020
"crying in the sun","faustix",60,"crying in the sun (remixes)",2018-11-23,0.682,0.786,11,-4.87,0,0.0477,0.214,0,0.12,0.664,91.042,195947
"need you","faustix",62,"need you",2019-07-26,0.639,0.705,7,-5.039,0,0.049,0.045,0,0.425,0.595,124.957,182161
"sweet dreams (are made of this)","winati",67,"sweet dreams (are made of this)",2019-06-21,0.815,0.647,9,-7.162,0,0.218,0.399,0,0.0738,0.182,125.95,176773
"million lights","tungevaag & raaban",61,"million lights",2019-03-22,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,186667
"dancing in the moonlight","jubël",71,"dancing in the moonlight",2018-06-22,0.659,0.617,11,-5.862,0,0.0649,0.27,0,0.187,0.187,119.858,164010
"heaven","avicii",80,"tim",2019-06-06,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262
"forever young","john de sohn",68,"forever young",2018-07-27,0.651,0.617,8,-6.077,1,0.0309,0.179,0,0.113,0.591,121.977,167912
"eoh","olympis",60,"eoh",2019-08-16,0.707,0.585,5,-11.024,1,0.0701,0.145,0.00485,0.257,0.277,125.161,155520
"nobody","martin jensen",66,"nobody",2019-03-01,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,211040
"all day and night","jax jones",75,"snacks",2019-07-12,0.567,0.765,1,-4.107,0,0.108,0.317,0,0.14,0.541,121.924,169467
"there's no way (feat. julia michaels) - alle farben remix","lauv",58,"there's no way (remixes)",2018-11-01,0.768,0.83,11,-4.983,0,0.036,0.0229,0.000127,0.145,0.444,126.007,187301
"whenever (feat. conor maynard)","kris kross amsterdam",74,"whenever (feat. conor maynard)",2018-06-22,0.734,0.765,7,-5.562,1,0.0621,0.151,0,0.231,0.518,109.989,163636
"all for love","tungevaag & raaban",68,"all for love",2018-03-23,0.689,0.901,7,-1.431,1,0.0678,0.145,1.03e-05,0.459,0.651,125.115,180485
"bittersweet symphony (feat. emily roberts)","gamper & dadoni",72,"bittersweet symphony (feat. emily roberts)",2019-03-29,0.676,0.582,9,-7.58,1,0.128,0.221,0.00627,0.515,0.447,124.012,194618
"one touch","jess glynne",70,"always in between (deluxe)",2018-10-12,0.686,0.693,0,-6.245,0,0.131,0.329,0,0.136,0.699,124.206,197876
"fuck, i’m lonely (with anne-marie) - ofenbach remix","lauv",58,"fuck, i’m lonely (with anne-marie) (ofenbach remix)",2019-08-30,0.763,0.674,9,-5.146,1,0.0378,0.0106,3.58e-06,0.0321,0.759,105.027,178512
"be your friend‬‬","vigiland",67,"be your friend",2018-03-02,0.6,0.754,0,-4.204,1,0.0488,0.0688,0,0.151,0.641,128.044,180820
"happier - breathe carolina remix","marshmello",62,"happier (remixes)",2018-10-19,0.691,0.924,0,-3.839,1,0.0577,0.00828,3.8e-06,0.402,0.34,125.983,158095
"woke up late (feat. hailee steinfeld) - sam feldt remix","drax project",56,"woke up late (feat. hailee steinfeld) [sam feldt remix]",2019-05-02,0.63,0.726,0,-3.753,1,0.0978,0.0717,0,0.108,0.499,122.055,196475
"just got paid","sigala",65,"brighter days",2018-09-28,0.734,0.921,6,-1.936,0,0.0863,0.0328,0,0.197,0.654,120.056,218480
"no one - jonas blue remix","jess glynne",51,"no one (jonas blue remix)",2019-03-15,0.605,0.854,11,-4.128,0,0.0488,0.0673,0,0.54,0.165,124.024,214641
